Site,Catalog,Scan,Coverage,Old_Scar_Length,New_Scar_Length,Total_Scar_Area,Base,Type,Technology,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,SA_fitted,Calc_cover,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Dis_1,logSDI,Average_scar_area,Average_scar_area_relative,Collapsed_Types,FAC1_1,FAC2_1,filter_$,logSDI_plus_one,Note
DAN5_S,2006-1, ,30, ,284.4,7193.49,flake,handaxe,Bifacial,246,104.4,67.12,38.66,60.1,63.53,32.12,27.44,37.67,22.73,5,19333.0956,0.372081644,43.62730246,2.39299691,1.377577723,1.456198216,0.736236214,0.628963939,0.86345013,0.521004021,2,Handaxe/Cleaver,Handaxe/Cleaver,0.412668606,1438.698,0.074416329,Handaxe,0.642098257,-0.572758973,Selected,0.554639193, 
DAN5_S,2014-3, ,5, ,113.9,2183.75,flake,Flake,Unidirectional,466,126.94,96.87,44.43,74.13,95.55,70.11,26.69,42.21,41.98,3,34597.7807,0.06311821,60.5422423,2.096717848,1.224434332,1.578236887,1.158034413,0.440849215,0.697199152,0.693400152,2,Retouched Flake/Knife,Large Flake,-0.061926987,727.9166667,0.021039403,Flake,0.389649926,1.181211182,Selected,0.271169356, 
DAN5_S,2016_30MN, ,25, ,239.2,7606.44,flake,Flake,Bifacial,272,114.3,69,40,69,65.5,47.8,32.2,39,24,5,24514.5,0.310283302,49.65427046,2.301916813,1.389608575,1.319121183,0.962656375,0.648484002,0.785430933,0.483342113,2,Retouched Flake/Knife,Handaxe/Cleaver,0.309548736,1521.288,0.06205666,Flake,0.554784019,-0.123796028,Selected,0.482817752, 
DAN5_MAIN,1, ,25, ,232.7,6102,cobble,handaxe,Unidirectional,286,119.85,78.82,36.94,69.84,75.47,33.21,27.63,31.65,22.76,9,23504.2828,0.259612261,45.71953077,2.62141798,1.527574733,1.650716854,0.726385408,0.604336911,0.692264323,0.497817883,2,Handaxe/Cleaver,Handaxe/Cleaver,0.583095506,678,0.028845807,Handaxe,1.359012585,-0.440539907,Not Selected,0.683865245, 
DAN5_MAIN,6, ,70, ,482.1,18441.61,cobble,Core,Multifacial,382,99.75,79.38,62.73,79.06,56.33,26.68,57.26,57.6,32.3,10,25952.5346,0.71058994,53.54921287,1.862772479,1.476398919,1.051929561,0.498233281,1.069296763,1.075646063,0.603183469,1,Core,Pick,0.585820221,1844.161,0.071058994,Core,-0.940994068,-1.238115581,Not Selected,0.686027133, 
DAN5_MAIN,8, ,25, ,232.8,8475.22,flake,Core,Bifacial,316,109.84,76.22,48.32,73.47,66.26,55.71,42.48,46.27,22.61,5,26846.55003,0.315691215,53.9127381,2.037366379,1.362757719,1.229023091,1.033336498,0.787939947,0.858238732,0.419381408,1,Core,Handaxe/Cleaver,0.270081521,1695.044,0.063138243,Core,-0.004044992,0.11946673,Not Selected,0.456735891, 
DAN5_MAIN,9, ,75, ,465.1,17886.79,cobble,pick,Multifacial,394,106.44,88.91,58.07,81.24,87.12,35.29,56.58,29.12,26.02,10,27893.4602,0.641253895,52.7716708,2.016991283,1.539462344,1.650885763,0.668730011,1.072166167,0.551811219,0.49306758,2,Pick,Retouched Flake/Knife,0.554497608,1788.679,0.06412539,Pick,0.180131112,0.188663551,Not Selected,0.661345945, 
DAN5_MAIN,10, ,25, ,248.1,5082.16,flake,handaxe,Bifacial,202,106.23,68.8,32.01,54.7,62.67,44.36,26.84,32.5,17.62,7,19153.797,0.265334336,42.44739804,2.502626896,1.288653782,1.476415585,1.045058167,0.63231202,0.765653527,0.415102004,2,Handaxe/Cleaver,Handaxe/Cleaver,0.56284316,726.0228571,0.037904905,Handaxe,1.044580854,-0.142189104,Selected,0.667884964, 
DAN5_MAIN,13, , , , , ,flake,Core,Bifacial,282,95.05,69.97,44.57,56.89,67.44,60.42,40.81,44.31,30.18,11,23158.32483, ,53.17712399,1.787422728,1.069820926,1.268214505,1.136202853,0.767435261,0.833253036,0.567537274,1,Core,Oldowan,0.676685544, , ,Core,-0.585907991,0.676780534,Not Selected,0.759661182,BROKEN
DAN5_MAIN,17, ,5, ,130.9,2082.88,flake,handaxe,Unidirectional,274,120.2,83.92,29.49,78.04,72.94,53.49,25.95,29.44,17.43,6,25177.6407,0.08272737,46.74017964,2.571663201,1.669655543,1.560541713,1.14441152,0.555196839,0.629864931,0.372912559,2,Handaxe/Cleaver,Retouched Flake/Knife,0.377136219,347.1466667,0.013787895,Handaxe,1.604708932,0.494798216,Selected,0.529310575, 
DAN5_MAIN, 1-1, ,95, ,614,18375.03,indet,handaxe,Bifacial,214,107.6,61.68,47.69,58.24,57.63,35.7,37.7,46.11,18.14,16,21029.08067,0.873791408,45.54558854,2.3624681,1.278718793,1.265325619,0.783830029,0.827742076,1.012392231,0.398282261,2,Handaxe/Cleaver,Pick,0.881299696,1148.439375,0.054611963,Handaxe,0.334708517,-1.124267922,Not Selected,0.934928059, 
DAN5_MAIN,2012-1, ,95, ,538.5,15587.01,cobble,Core,Bifacial,222,87.72,73.39,54.3,62.81,67.83,38.88,41.85,50.5,30.87,15,20948.2593,0.744071848,51.40096588,1.706582717,1.221961473,1.319625008,0.756406019,0.814187035,0.98247181,0.600572372,1,Core,Oldowan,0.854943318,1039.134,0.04960479,Core,-0.89289891,0.101329793,Not Selected,0.911716742, 
DAN5_MAIN,2012-2, ,15, ,320.1,10157.17,flake,handaxe,Bifacial,574,133.55,100.81,57.63,95.54,86.65,63.27,50.86,41.59,20.67,11,38092.52797,0.266644682,60.76353625,2.197864184,1.572324553,1.426019704,1.041249471,0.837015143,0.684456544,0.340171117,2,Handaxe/Cleaver,Handaxe/Cleaver,0.46055289,923.3790909,0.024240426,Handaxe,0.641475282,0.371941571,Selected,0.589693352, 
DAN5_MAIN,2012-3, ,90, ,441.7,12926.81,cobble,Core,Bifacial,154,74,59.28,48.32,42.6,55.23,32.5,39.48,43.9,30.51,8,14721.60967,0.878084007,43.59395061,1.697483228,0.977199804,1.266918901,0.745516283,0.905630241,1.007020455,0.699867747,1,Core,Core,0.735134688,1615.85125,0.109760501,Core,-1.193823859,-0.25615782,Not Selected,0.808493771, 
DAN5_MAIN,2012-4, ,15, ,327.8,8877.56,flake,handaxe,Multifacial,926,170.39,97.03,46.06,94.02,95.02,64.94,45.76,40.36,29.76,8,48248.59987,0.18399622,65.96210966,2.583149643,1.42536375,1.440523969,0.984504594,0.693731602,0.611866422,0.451168105,2,Handaxe/Cleaver,Handaxe/Cleaver,0.219605272,1109.695,0.022999528,Handaxe,1.24002792,-0.279776729,Selected,0.424567917, 
DAN5_MAIN,2014-1, , , , , ,flake,pick,Multifacial,618,146.52,84.12,49.86,82.35,73.51,39.23,49.02,44.41,35.48,11,37076.9974, ,59.65176201,2.456256028,1.380512448,1.232319005,0.657650314,0.821769523,0.744487648,0.594785448,2,Pick,Pick,0.472288129, , ,Pick,0.501457861,-1.240428998,Not Selected,0.598440199,BROKEN
DAN5_MAIN,2015-1, , , , , ,indet,pick,Bifacial,636,116.79,86.42,59.89,78.39,83.74,65.9,57.4,51.4,35.63,6,35847.3386, ,65.74795031,1.77632914,1.192280514,1.273651872,1.002312615,0.873031018,0.78177342,0.541918034,2,Pick,Oldowan,0.223694332, , ,Pick,-0.596920769,0.472680774,Not Selected,0.42712314,TOO WEATHERED
DAN5_MAIN,2015-2, , , , , ,cobble,Core,Bifacial,392,112.3,76.87,37.15,58.25,74.77,47.21,31.67,36.85,21.89,6,23140.11907, ,48.0328483,2.337983359,1.21271176,1.556643061,0.982869051,0.659340454,0.767183319,0.455729793,1,Core,Handaxe/Cleaver,0.413785661, , ,Core,0.711017779,0.076713471,Not Selected,0.555445053,BROKEN
DAN5_MAIN,50, ,80, ,1161.4,29655.08,cobble,pick,Bifacial,732,174.08,90.27,58.2,80.53,58.46,34.99,57.57,55.88,27.54,31,42153.0551,0.703509625,59.174183,2.941823464,1.360897539,0.987930835,0.591305164,0.972890492,0.94433074,0.465405665,2,Pick,Pick,0.866532638,956.6154839,0.022693859,Pick,1.033530497,-2.960444635,Not Selected,0.921902404, 
DAN5_MAIN,51, ,60, ,702.9,23258.36,cobble,handaxe,Bifacial,1216,165,97.5,76.5,84.6,90.6,69.5,70,75.2,37.2,12,55488.4,0.419157157,77.77361829,2.12154203,1.087772459,1.164919442,0.893619219,0.900048134,0.966908852,0.478311294,2,Handaxe/Cleaver,Pick,0.334979044,1938.196667,0.034929763,Handaxe,-0.256982291,-0.784119755,Not Selected,0.500046212, 
DAN5_MAIN,53, ,80, ,969.1,45132.6,cobble,pick,Bifacial,1320,206.06,107,66.6,103.99,91.73,60.88,65.16,59.52,41.22,13,67325.69533,0.670362182,78.95670976,2.609784534,1.317050828,1.161775868,0.771055433,0.825262352,0.753830804,0.522058228,2,Pick,Pick,0.285762505,3471.738462,0.051566322,Pick,0.768141081,-1.464950583,Not Selected,0.467002794, 
DAN5_MAIN,54, ,5, ,96.2,2399.02,flake,Flake,Unifacial simple,446,125.7,114.4,37.7,91.5,108.4,89.3,20.8,35.8,37.7,3,37407.11,0.064132728,60.95218247,2.062272341,1.501176763,1.778443291,1.465082896,0.341251111,0.587345663,0.618517639,2,Retouched Flake/Knife,Retouched Flake/Knife,-0.095832902,799.6733333,0.021377576,Flake,0.902507954,2.484729608,Selected,0.255751551, 
DAN5_MAIN,55, ,35, ,523.4,16124.64,cobble,handaxe,Bifacial,770,151.97,94.38,49.85,85.27,92.46,54.19,46.47,49,38,9,43040.59577,0.374637937,66.2778638,2.292922422,1.286553234,1.395035909,0.817618386,0.701139073,0.739311698,0.573343765,2,Handaxe/Cleaver,Handaxe/Cleaver,0.320364235,1791.626667,0.041626437,Handaxe,0.418553366,-0.34441444,Not Selected,0.490105907, 
DAN5_MAIN,49, ,65, ,601.6,15566.36,indet,handaxe,Bifacial,344,120.1,73.25,43.22,69.13,69.05,48.36,42.04,36.8,18.07,17,26474.98707,0.587964782,49.94309585,2.40473679,1.384175306,1.382573483,0.968302008,0.84175799,0.736838583,0.361811772,2,Handaxe/Cleaver,Handaxe/Cleaver,0.807613165,915.6682353,0.034586164,Handaxe,0.787702555,-0.376232535,Not Selected,0.870471512, 
DAN5_MAIN,35, ,75, ,682.4,23922.83,indet,handaxe,Bifacial,582,144.39,87.51,54.44,79.11,78.89,59.74,42.83,48.2,23.94,15,36845.1215,0.649280801,59.56572322,2.424045109,1.328112809,1.32441941,1.00292579,0.71903769,0.809190209,0.401908996,2,Handaxe/Cleaver,Handaxe/Cleaver,0.609711266,1594.855333,0.043285387,Handaxe,0.756749262,-0.403342189,Not Selected,0.70510177, 
DAN5_A, 1-5, ,75, ,780.2,25257.43,cobble,handaxe,Bifacial,608,129.3,92.2,56.2,77,89.2,58,47.1,54.7,35.7,18,36875.84,0.684931652,64.68358443,1.998961578,1.190410221,1.379020671,0.896672634,0.728160018,0.845655053,0.551917466,2,Handaxe/Cleaver,Oldowan,0.688530583,1403.190556,0.038051758,Handaxe,-0.169090999,0.117459026,Not Selected,0.769469252, 
DAN5_A,14, ,80, ,288.7,5691.03,cobble,Core,Multifacial,64,47.8,38.2,35.6,35.7,37.7,25.7,26.9,38,32.3,10,8045.866667,0.707323429,34.18792261,1.398154563,1.044228408,1.102728599,0.751727453,0.786827568,1.111503628,0.944778083,1,Core,Core,1.094427169,569.103,0.070732343,Core,-1.924636893,0.138626983,Not Selected,1.128035326, 
DAN5_A,13, ,65, ,386.9,11931.3,cobble,Core,Bifacial,344,85.6,71,53,66.1,70.3,53.2,53,52,39.6,9,24681.7,0.483406735,58.37362373,1.466415729,1.132360744,1.204311048,0.911370523,0.907944318,0.890813293,0.678388585,1,Core,Core,0.56186744,1325.7,0.053711859,Core,-1.400525567,0.58899809,Not Selected,0.667119053, 
DAN5_A,1, ,95, ,519.5,12011.29,cobble,Core,Multifacial,130,64.1,52.6,50.4,38.2,54.5,20,35.3,48.7,41,15,12326.17333,0.974454088,40.79750746,1.571174417,0.936331712,1.335865924,0.490226027,0.865248938,1.193700376,1.004963356,1,Core,Core,1.085262988,800.7526667,0.064963606,Core,-1.756324874,-0.558301896,Not Selected,1.11956028, 
DAN5_A, 1-1, ,55, ,648.6,18470.01,cobble,pick,Bifacial,584,156,84.6,62,83,68.7,39.6,59.5,47.3,22,15,39100.1,0.472377564,57.89819935,2.694384311,1.433550627,1.186565399,0.683959094,1.027665811,0.816951141,0.379977275,2,Pick,Pick,0.583913391,1231.334,0.031491838,Pick,0.919063806,-1.949176426,Not Selected,0.68451389, 
DAN5_A,2015_4, ,20, ,259.9,5621.41,cobble,Core,Bifacial,354,90.6,78.6,40,74.6,72.2,62.1,40,39.5,34.5,8,24629.61,0.228237881,55.64479825,1.628184536,1.340646428,1.297515712,1.116007281,0.71884527,0.709859704,0.620004045,1,Core,Oldowan,0.511632452,702.67625,0.028529735,Core,-0.643397836,1.317061604,Not Selected,0.628197072, 
DAN5_A,2015_5, ,40, ,382.2,11662.28,cobble,Core,Bifacial,382,99.1,72.9,55,67.5,70,56.2,56,46.1,31.2,8,27137.24,0.429751883,57.66252003,1.718620691,1.170604406,1.213960125,0.974636557,0.9711681,0.799479453,0.54107937,1,Core,Core,0.469524311,1457.785,0.053718985,Core,-0.811579669,0.304714833,Not Selected,0.596374779, 
DAN5_A,2015_2, ,20, ,242,5944.32,flake,handaxe,Bifacial,388,142.5,87.5,36.1,80,87,59.5,25,35.6,24.4,6,33044.3,0.179889421,53.6629341,2.655464193,1.490786915,1.621230771,1.108772768,0.465870911,0.663400177,0.454690009,2,Handaxe/Cleaver,Large Flake,0.259054694,990.72,0.02998157,Handaxe,1.648026876,0.312816734,Selected,0.449593217, 
