GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Site,Locality,Catalog,FAI,Base,Weight,L.x,Br,T,Br1.x,Br2.x,Br3.x,T1.x,T2.x,T3.x,ScarCnt,SA_fitted,GM,Mode,Typology,Average_scar_area,BaseRefinement,MidRefinement,TipRefinement,AvgScarLength,GM_Scar_length,SDI.x,Volume_fitted,Avg_Scar_length,Contexts,LbyBr.x,LbyT.x,SA_Corrected,cSDI,Dis_1,Dis_2,Flaked.x,PC1,PC2,Note,Name,Type,L.y,Br1.y,Br2.y,Br3.y,T1.y,T2.y,T3.y,Caliper_L_GM,Caliper_Br1_GM,Caliper_Br2_GM,Caliper_Br3_GM,Caliper_T1_GM,Caliper_T2_GM,Caliper_T3_GM,Volume,Length,Width,Thickness,Lengthofthehighertouchpointofwidth,Lengthofthehighertouchpointofthickness,widthathalflength,thicknessathalf,widthatonefifth,thicknessatonefifth,widthatfourfifth,thicknessatfourfifth,@3DGMPC110x10,@3DGMPC210x10,@3DGMPC310x10,@3DGMPC410x10,@3DGMPC510x10,ScarCount,SurfaceArea3D,SDI.y,Cortex,Ventral,Flaked.y,SurfaceAreaCallipers,FlakedVisual,FlakedCallipers,FAC1_1,ScarcountDS,PC1_Final,PC2_Final,FAC1_2,FAC2_2,FAC3_2,FAC4_2,LbyBr2,LbyT2,Br1byBr3,T1byT3,LbyBr.y,LbyT.y,SDILinearEst,SAcalipersCorrected,SDILinearCorrected,TDFlaked_VisualFlaked,PC11,PC22
2.22,1.3,1.23,0.58,0.8,1.08,0.56,OGS5,OGS5,49,100,indet,400,123,78,66,72.03,68.22,32.09,44.5,60.17,31.22,15,29482.04,55.5,2,Pick,#NULL!,1.62,1.13,1.03,#NULL!,#NULL!,0.05,337383.36,#NULL!,Acheulean,1.58,1.86,18659.52,0.08,2,cobble,Flaked,-0.18089,-1.28437,pick tip,OGS5-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084170726,-0.383320643
2.35,1.29,0.93,0.48,0.99,0.96,0.79,OGS5,OGS5,5,5,flake,892,175,111,48,96.29,68.93,35.36,73.53,71.23,58.87,4,56319.68,74.44,2,Knife,#NULL!,1.31,0.97,0.6,#NULL!,#NULL!,0.01,812642.45,#NULL!,Acheulean,1.58,3.65,35645.37,0.01,2,cobble,Flaked,-0.35899,-2.20774,NA,OGS5-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174818189,-0.659481834
2.13,1.4,1.54,0.82,0.8,0.76,0.43,OGS5,OGS5,50,10,flake,786,154.81,112.97,54.67,101.64,112,59.68,58.4,55,31.57,6,50990.19,72.63,2,Knife,2714.62,1.74,2.04,1.89,59.54,4.92,0.01,714194,59.54,Acheulean,1.37,2.83,32272.27,0.02,2,flake,Flaked,0.30549,0.11645,NA,OGS5-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13783201,0.034882637
2.76,1.14,1.21,0.84,0.76,0.95,0.43,OGS5,OGS5,51,25,flake,2172,255,129.87,88.33,105.8,111.86,78,70,88,40,3,94448.2,92.51,2,Knife,11036.11,1.51,1.27,1.95,115.18,3.73,0,1714108.57,115.18,Acheulean,1.96,2.89,59777.34,0.01,2,flake,Flaked,0.91412,-1.75013,NA,OGS5-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42040554,-0.533045612
1.74,1.47,1.63,1.14,0.45,0.79,0.59,OGS5,OGS5,52,5,flake,646,109,138,49,92.16,102.01,71.3,28.5,49.6,36.79,4,32889.18,62.68,2,Knife,460.05,3.23,2.06,1.94,22.01,1.4,0.01,370828.51,22.01,Acheulean,0.79,2.22,20815.94,0.02,2,flake,Flaked,-0.06204,1.92178,NA,OGS5-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026478614,0.582804033
2.02,1.12,1.25,1.01,0.83,0.76,0.55,OGS5,OGS5,55,0,flake,726,145.8,95.9,60.4,80.6,90.5,73.3,60,54.8,40,0,46570.24,72.23,2,Large Flake,#NULL!,1.34,1.65,1.83,#NULL!,0,0,612366.12,#NULL!,Acheulean,1.52,2.41,29474.84,0,2,flake,Unmodified,-0.23265,0.07287,NA,OGS5-55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110365585,0.019267804
2.36,1.43,1.75,1.4,0.65,0.55,0.34,OGS5,OGS5,56,0,flake,288,114.6,89.2,32.4,69.4,85.2,67.9,31.7,26.8,16.3,0,26020.47,48.56,2,Large Flake,#NULL!,2.19,3.18,4.17,#NULL!,0,0,211406.78,#NULL!,Acheulean,1.28,3.54,16468.65,0,2,flake,Unmodified,1.35183,1.41305,NA,OGS5-56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62712188,0.422699784
2.14,1.4,1.44,1.02,0.75,0.69,0.44,OGS5,OGS5,57,30,flake,498,127,92,45,83.13,85.38,60.56,44.62,40.85,25.9,11,34101.68,59.29,2,Handaxe,1139.94,1.86,2.09,2.34,38.74,7.19,0.03,367363.68,38.74,Acheulean,1.38,2.82,21583.34,0.05,2,flake,Flaked,0.4044,0.44197,NA,OGS5-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.182377054,0.133178163
1.84,1.07,1.29,0.98,0.52,0.87,0.89,OGS5,OGS5,54,0,flake,398,110.3,85.7,54.5,63.8,77.3,58.5,31,52.2,53.1,0,29784,59.8,2,Large Flake,#NULL!,2.06,1.48,1.1,#NULL!,0,0,331930.12,#NULL!,Acheulean,1.29,2.02,18850.63,0,1,flake,Unmodified,-0.6599,0.58694,NA,OGS5-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311850665,0.182360384
1.4,0.99,1.14,0.97,0.91,1,0.72,OGS5,OGS5,58,50,cobble,332,84.58,69.18,61.03,59.47,69,58.3,55.12,60.24,43.42,6,25293.79,60.35,1,Core,1598.14,1.08,1.15,1.34,38.48,3.83,0.02,278163.13,38.48,Acheulean,1.22,1.39,16008.72,0.04,1,cobble,Flaked,-1.69784,0.57553,NA,OGS5-58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79167696,0.181847575
1.96,1.39,1.95,1.19,0.65,0.69,0.35,OGS5,OGS5,59,10,flake,420,110,94,37,78.04,109.22,66.79,36.54,38.46,19.76,4,29750.75,56.05,2,Knife,1854.25,2.14,2.84,3.38,34,2.43,0.01,303901.9,34,Acheulean,1.17,2.97,18829.59,0.02,2,flake,Flaked,0.62035,1.88513,NA,OGS5-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.286033192,0.566599543
2.11,1.4,1.24,0.87,0.9,0.81,0.43,OGS5,OGS5,6,75,cobble,1866,212,121,82,140.56,123.99,87.29,89.8,80.9,43.6,9,96442.59,100.31,2,Pick,8229.35,1.57,1.53,2,106.16,9.52,0.01,1851066.25,106.16,Acheulean,1.75,2.59,61039.61,0.01,2,cobble,Flaked,0.02388,-0.3275,NA,OGS5-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.004148117,-0.096973494
2.5,1.31,1.38,1.1,0.77,0.62,0.42,OGS5,OGS5,60+68,20,flake,1340,190,118.8,59.8,99.84,105,84,59,47,32,9,62644.96,76.15,2,Handaxe,1940.8,1.69,2.23,2.63,56.86,6.72,0.01,847300.21,56.86,Acheulean,1.6,3.18,39648.71,0.02,2,flake,Flaked,0.98095,-0.15605,NA,OGS5-60+68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.456088353,-0.052453162
2.53,1.43,1.51,1.14,0.34,0.82,0.57,OGS5,OGS5,61,5,flake,446,138,90.75,50,78,82.71,62.47,18.7,44.8,31.2,2,32652.62,54.64,2,Knife,1293.86,4.17,1.85,2,39,1.43,0.01,323929.3,39,Acheulean,1.52,2.76,20666.22,0.01,2,flake,Flaked,1.20373,0.39316,NA,OGS5-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.560103197,0.110821953
2.32,1.13,1.42,1.03,0.81,0.72,0.44,OGS5,OGS5,62,5,flake,1080,179.22,108.35,60.93,87.46,109.72,79.81,62.61,55.65,34.16,6,59508.09,77.2,2,Handaxe,1321.21,1.4,1.97,2.34,37.67,2.93,0.01,846218.13,37.67,Acheulean,1.65,2.94,37663.35,0.02,2,flake,Flaked,0.50326,-0.15384,NA,OGS5-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.228305408,-0.04862998
2.47,1.39,1.62,1.01,0.69,0.66,0.39,OGS5,OGS5,63,5,flake,848,164,108,45.66,92.5,107.6,67,46,44,26,3,47882.6,66.51,2,Knife,1312.89,2.01,2.45,2.58,40.87,1.84,0.01,580783.37,40.87,Acheulean,1.52,3.59,30305.44,0.01,2,flake,Flaked,1.12589,0.14844,NA,OGS5-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.525462794,0.043220756
1.9,1.4,1.4,1.12,0.75,0.7,0.46,OGS5,OGS5,64,10,flake,1100,151,133,59,110.93,111.09,89.13,59.21,55.5,36.52,7,56369.45,79.41,2,Knife,1441.16,1.87,2,2.44,33.14,2.92,0.01,796716.32,33.14,Acheulean,1.14,2.56,35676.86,0.02,2,flake,Flaked,0.00142,1.0071,NA,OGS5-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003024048,0.302619308
2.1,1.21,1.5,1.01,0.47,0.89,0.61,OGS5,OGS5,65,0,flake,550,127,91,54.2,73.5,91,61.2,28.7,53.7,37.2,0,33621.49,60.54,2,Large Flake,#NULL!,2.56,1.69,1.65,#NULL!,0,0,388622.63,#NULL!,Acheulean,1.4,2.34,21279.42,0,2,flake,Unmodified,0.17789,0.58648,NA,OGS5-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.081385556,0.173292027
1.89,1.26,1.62,1.25,0.53,0.78,0.5,OGS5,OGS5,66,10,flake,642,120,101,49,79.89,102.71,79.18,33.91,49.44,32,4,35413.23,63.54,2,Knife,1113.84,2.36,2.08,2.47,44,2.77,0.01,408704.17,44,Acheulean,1.19,2.45,22413.44,0.02,2,flake,Flaked,0.1333,1.6202,NA,OGS5-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.066853402,0.491644482
2.44,1.25,1.49,1.03,0.76,0.66,0.43,OGS5,OGS5,67,0,flake,1110,187,114,58.5,95.4,113.8,78.7,57.9,50.85,32.6,0,61602.45,76.5,2,Large Flake,#NULL!,1.65,2.24,2.41,#NULL!,0,0,856288.58,#NULL!,Acheulean,1.64,3.2,38988.89,0,2,flake,Unmodified,0.87911,-0.11479,NA,OGS5-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403180727,-0.031069164
1.8,1.53,1.66,1.06,0.73,0.68,0.42,OGS5,OGS5,69,0,flake,804,135,131.5,56.14,115,125,79.4,54.9,50.94,31.5,0,49921.2,75.18,2,Large Flake,#NULL!,2.09,2.45,2.52,#NULL!,0,0,676362.56,#NULL!,Acheulean,1.03,2.4,31595.7,0,2,flake,Unmodified,0.08967,1.56422,NA,OGS5-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.043162921,0.469425424
2.15,0.99,0.99,0.85,0.98,0.94,0.61,OGS5,OGS5,7,75,cobble,1316,184,108,85,84.59,84.52,73.12,83.99,80.1,51.97,9,67121.67,85.58,2,Pick,5162.63,1.01,1.06,1.41,95.16,10.01,0.01,1073214.62,95.16,Acheulean,1.7,2.16,42482.07,0.02,2,cobble,Flaked,-0.52944,-1.2353,NA,OGS5-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252746375,-0.371104762
2.14,1.43,1.9,1.18,0.53,0.57,0.49,OGS5,OGS5,71,0,flake,270,110.5,101.3,28.2,74,98,61,27.2,29.4,25.3,0,26753.73,51.71,2,Large Flake,#NULL!,2.72,3.33,2.41,#NULL!,0,0,234736.14,#NULL!,Acheulean,1.09,3.92,16932.74,0,2,flake,Unmodified,0.92997,1.74502,NA,OGS5-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.434738024,0.521828812
2.3,1.3,1.25,0.83,0.63,0.73,0.7,OGS5,OGS5,72,30,flake,808,157,84,54,88.9,85.5,56.52,43.23,50,47.99,7,45506.2,68.39,2,Pick,2025.45,2.06,1.71,1.18,53.3,5.46,0.02,561130.37,53.3,Acheulean,1.87,2.91,28801.39,0.02,2,flake,Flaked,0.26134,-0.42436,NA,OGS5-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12277834,-0.127231927
2.24,1.08,1.37,0.95,0.65,0.9,0.54,OGS5,OGS5,76,75,flake,492,134,81.86,54.29,64.81,81.86,56.59,38.75,54,32.45,12,33690.16,59.79,2,Pick,1792.91,1.67,1.52,1.74,47.76,9.59,0.04,387728.61,47.76,Acheulean,1.64,2.47,21322.89,0.06,2,cobble,Flaked,0.18109,-0.26529,NA,OGS5-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.080893708,-0.077044191
2.56,1.74,1.81,0.86,0.61,0.53,0.44,OGS5,OGS5,75,0,flake,396,130.3,99.4,34.4,88.8,92,44,31,27.2,22.6,0,30293.65,50.96,2,Large Flake,#NULL!,2.86,3.38,1.95,#NULL!,#NULL!,0,268726.55,#NULL!,Acheulean,1.31,3.79,19173.2,0,2,flake,Unmodified,1.61061,0.41272,NA,OGS5-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.749684107,0.119023443
2.06,1.34,0.94,0.44,1.02,1.06,0.81,OGS5,OGS5,77,80,cobble,1120,142.65,95.76,77.6,92.71,65.16,30.24,70.7,73,55.97,10,45125.01,69.11,2,Pick,3705.48,1.31,0.89,0.54,74.17,10.73,0.02,612147.84,74.17,Acheulean,1.49,1.84,28560.13,0.04,2,cobble,Flaked,-0.89795,-1.82654,NA,OGS5-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42912061,-0.543698422
1.99,1.65,1.54,1.01,0.57,0.72,0.48,OGS5,OGS5,78,40,flake,418,123.7,105.4,46,102.6,95.3,62.5,35.3,44.4,30,5,36017.69,62.08,2,Handaxe,2662.22,2.91,2.15,2.08,58.4,4.7,0.01,397110.77,58.4,Acheulean,1.17,2.69,22796.01,0.02,2,flake,Flaked,0.39189,1.15187,NA,OGS5-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.179432072,0.3491877
2.58,0.67,1.21,0.65,0.72,1.39,0.73,OGS5,OGS5,8,100,indet,1170,179,92,90,46.8,84,44.92,50.26,96.4,50.67,18,49145.56,69.41,2,Pick,3124.34,0.93,0.87,0.89,70.32,18.24,0.04,751716.81,70.32,Acheulean,1.95,1.99,31104.79,0.06,2,cobble,Flaked,-0.12412,-2.44661,NA,OGS5-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063917411,-0.733592476
2.35,1.39,1.85,1.23,0.4,0.52,0.66,OGS5,OGS5,80,0,flake,276,114.5,91.7,31.9,67.6,89.9,60.1,19.3,25.2,31.9,0,25663.87,48.69,2,Large Flake,#NULL!,3.5,3.57,1.88,#NULL!,0,0,207339.52,#NULL!,Acheulean,1.25,3.59,16242.96,0,2,flake,Unmodified,1.24629,1.54907,NA,OGS5-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.576225332,0.461711651
2.31,1.45,1.64,1.12,0.89,0.54,0.34,OGS5,OGS5,81,10,flake,1250,172.85,115.75,70,108.08,122.16,83.49,66.5,40,25.6,8,60699.14,74.7,2,Handaxe,1409.77,1.63,3.05,3.26,42,4.5,0.01,810606.2,42,Acheulean,1.49,2.47,38417.18,0.02,2,flake,Flaked,0.9738,0.59634,NA,OGS5-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.449491775,0.182346275
2.51,1.15,1.56,0.95,0.41,0.71,0.81,OGS5,OGS5,2015-1,0,flake,630,154.83,95.89,61.47,71,95.88,58.37,25,44,50,0,40226.99,61.65,2,Large Flake,#NULL!,2.84,2.18,1.17,#NULL!,0,0,455360.08,#NULL!,Acheulean,1.61,2.52,25460.12,0,2,flake,Unmodified,0.85122,-0.01172,NA,OGS5-2015-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3940535,-0.001428039
2.28,1.27,1.41,1.05,0.84,0.77,0.36,OGS5,OGS5,2015-2,20,flake,976,165.36,110,59.62,91.95,102.1,75.81,60.75,55.83,26.24,10,53069.06,72.45,2,Handaxe,1652.65,1.51,1.83,2.89,45.83,6.33,0.02,724425.92,45.83,Acheulean,1.5,2.77,33588.01,0.03,2,flake,Flaked,0.52028,-0.06952,NA,OGS5-2015-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.237972731,-0.018004416
1.65,1.35,1.44,0.94,0.76,0.84,0.52,OGS5,OGS5,2015-3,40,flake,786,115.68,104,60.7,94.85,101,66,53.6,59,36.5,9,39185.42,70.25,1,Core,1789.25,1.77,1.71,1.81,50.91,6.52,0.02,513520.5,50.91,Acheulean,1.11,1.91,24800.9,0.04,1,cobble,Flaked,-0.62783,1.01562,NA,OGS5-2015-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290115101,0.308580314
