GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Site,Locality,Catalog,FAI,Base,Weight,L.x,Br,T,Br1.x,Br2.x,Br3.x,T1.x,T2.x,T3.x,ScarCnt,SA_fitted,GM,Mode,Typology,Average_scar_area,BaseRefinement,MidRefinement,TipRefinement,AvgScarLength,GM_Scar_length,SDI.x,Volume_fitted,Avg_Scar_length,Contexts,LbyBr.x,LbyT.x,SA_Corrected,cSDI,Dis_1,Dis_2,Flaked.x,PC1,PC2,Note,Name,Type,L.y,Br1.y,Br2.y,Br3.y,T1.y,T2.y,T3.y,Caliper_L_GM,Caliper_Br1_GM,Caliper_Br2_GM,Caliper_Br3_GM,Caliper_T1_GM,Caliper_T2_GM,Caliper_T3_GM,Volume,Length,Width,Thickness,Lengthofthehighertouchpointofwidth,Lengthofthehighertouchpointofthickness,widthathalflength,thicknessathalf,widthatonefifth,thicknessatonefifth,widthatfourfifth,thicknessatfourfifth,@3DGMPC110x10,@3DGMPC210x10,@3DGMPC310x10,@3DGMPC410x10,@3DGMPC510x10,ScarCount,SurfaceArea3D,SDI.y,Cortex,Ventral,Flaked.y,SurfaceAreaCallipers,FlakedVisual,FlakedCallipers,FAC1_1,ScarcountDS,PC1_Final,PC2_Final,FAC1_2,FAC2_2,FAC3_2,FAC4_2,LbyBr2,LbyT2,Br1byBr3,T1byT3,LbyBr.y,LbyT.y,SDILinearEst,SAcalipersCorrected,SDILinearCorrected,TDFlaked_VisualFlaked,PC11,PC22
2.04,1.09,1.06,0.78,0.86,0.97,0.65,EG10,EG10,1121,30,cobble,134,79.6,43.9,42.6,42.4,41.3,30.4,33.6,38,25.3,5,13390.83,38.99,1,Oldowan,681.75,1.26,1.09,1.2,32.66,4.19,0.04,98850.69,32.66,Oldowan,1.81,1.87,8475.21,0.06,1,cobble,Flaked,-0.6338,-0.91907,NA,EG10-1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298933811,-0.270036874
1.53,1.38,1.33,0.88,0.77,0.85,0.63,EG10,EG10,4103,20,flake,114,64.1,58.8,36.8,58,56,36.8,32.2,35.6,26.3,4,13300.83,42.01,1,Oldowan,601.72,1.8,1.57,1.4,28.55,2.72,0.03,102148.68,28.55,Oldowan,1.09,1.74,8418.25,0.05,1,cobble,Flaked,-0.9826,0.99015,NA,EG10-4103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458279864,0.298349785
1.5,1,1.46,0.73,0.87,1.14,0.63,EG10,EG10,MAR_2004,35,flake,406,86,84.1,67,57.5,84,42,50,65.4,36.2,5,23607.8,57.45,1,Oldowan,1470.03,1.15,1.28,1.16,44.58,3.88,0.02,280649.82,44.58,Oldowan,1.02,1.28,14941.65,0.03,1,cobble,Flaked,-1.42214,0.32978,NA,EG10-MAR_2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663423278,0.100846342
2.04,1.19,1.21,0.66,0.94,1,0.55,DAN5_S,DAN5,18,5,cobble,530,122.15,74.11,60.34,71.02,72.01,39.63,56.1,59.63,32.84,6,32258.83,59.75,2,Pick,544.65,1.27,1.21,1.21,22.33,2.24,0.02,386149.99,22.33,Acheulean,1.65,2.02,20416.98,0.03,2,cobble,Flaked,-0.51523,-0.97899,NA,DAN5_S-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24801216,-0.289955796
2.57,1.4,1.56,1.17,0.54,0.83,0.34,DAN5_S,DAN5,19,30,flake,502,137.28,84.05,48.05,74.67,83.14,62.28,28.86,44.47,18.19,12,31806.4,53.41,2,Handaxe,754.9,2.59,1.87,3.42,28.97,6.51,0.04,316441.12,28.97,Acheulean,1.63,2.86,20130.63,0.06,2,flake,Flaked,1.34329,0.16096,NA,DAN5_S-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.624407248,0.050350088
2.47,1.31,1.49,1.19,0.65,0.73,0.36,DAN5_S,DAN5,20,35,flake,378,133.75,86.17,39.51,70.86,80.91,64.57,35.22,39.66,19.71,5,31492.96,54.14,2,Handaxe,2158.83,2.01,2.04,3.28,69.18,6.39,0.02,307958.57,69.18,Acheulean,1.55,3.39,19932.25,0.03,2,flake,Flaked,1.0856,0.23031,NA,DAN5_S-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.501625738,0.064951908
2.48,1.6,1.82,1.54,0.69,0.48,0.27,DAN5_S,DAN5,25,10,flake,360,122.3,90,35.6,79,90,76.1,34.1,23.5,13.5,7,29502.09,49.38,2,Knife,639.2,2.32,3.83,5.64,31.39,4.45,0.02,235545.21,31.39,Acheulean,1.36,3.44,18672.21,0.04,2,flake,Flaked,1.81788,1.69105,NA,DAN5_S-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.846384743,0.499743563
2.19,1.62,1.36,0.91,0.37,0.77,0.8,DAN5_S,DAN5,30,5,flake,462,130.96,96.84,48.41,96.84,81.1,54.03,22.34,45.79,47.45,3,35070.56,59.68,2,Knife,1655.04,4.33,1.77,1.14,47.67,2.4,0.01,364779.96,47.67,Acheulean,1.35,2.71,22196.56,0.01,2,flake,Flaked,0.42281,0.50331,NA,DAN5_S-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.190372077,0.156477165
2.66,1.43,1.44,1.36,0.61,0.5,0.43,DAN5_S,DAN5,32,0,flake,118,105.4,61.6,24,56.6,57.2,54,24.3,20,17.2,0,18416.33,39.65,2,Large Flake,#NULL!,2.33,2.86,3.14,#NULL!,0,0,119934.6,#NULL!,Acheulean,1.71,4.39,11655.9,0,2,flake,Unmodified,1.6069,0.45796,NA,DAN5_S-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.748316489,0.133141575
1.33,1.1,1.28,0.61,0.99,1.05,0.83,DAN5_S,DAN5,36,80,cobble,352,80.11,77.7,64.56,66.18,77.16,36.91,59.45,62.93,50.11,12,24622.63,60.1,1,Core,1383.84,1.11,1.23,0.74,47.03,9.39,0.05,281272.71,47.03,Acheulean,1.03,1.24,15583.94,0.08,1,cobble,Flaked,-1.9395,0.2049,NA,DAN5_S-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909945791,0.064835527
2.05,1.47,1.49,1.22,0.46,0.73,0.55,DAN5_S,DAN5,37,50,flake,496,124.52,92.04,46.5,89.46,90.7,73.76,27.75,44.12,33.2,13,34732.3,60.68,2,Handaxe,1070.56,3.22,2.06,2.22,37.58,8.05,0.04,367072.54,37.58,Acheulean,1.35,2.68,21982.47,0.06,2,flake,Flaked,0.4668,1.36428,NA,DAN5_S-37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.210903759,0.408909088
2.45,1.4,1.74,1.09,0.54,0.68,0.41,DAN5_S,DAN5,41,10,flake,348,126.71,90.31,35.21,72.47,90,56.22,28,35.13,21.41,4,28847.68,51.63,2,Knife,947.01,2.59,2.56,2.63,38.35,2.97,0.01,267382.8,38.35,Acheulean,1.4,3.6,18258.02,0.02,2,flake,Flaked,1.27825,0.64144,NA,DAN5_S-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.589175784,0.191944172
1.68,0.95,1.18,0.78,1.07,1.05,0.61,DAN5_S,DAN5,45,30,cobble,684,117.08,82.05,74.13,66.05,82,54.35,74.29,73.05,42.76,4,37866.79,69.71,1,Core,1844.23,0.89,1.12,1.27,46.75,2.68,0.01,510810.32,46.75,Acheulean,1.43,1.58,23966.33,0.02,1,cobble,Flaked,-1.34653,-0.46774,NA,DAN5_S-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628696165,-0.135832616
2.08,1.51,1.47,1.27,0.34,0.68,0.74,DAN5_S,DAN5,3-Feb,10,flake,208,93.7,69,34.7,68.3,66.3,57.4,15.4,30.5,33.2,3,19892.21,45.1,2,Knife,684.79,4.44,2.17,1.73,32.9,2.19,0.02,153975.76,32.9,Acheulean,1.36,2.7,12590.01,0.02,2,flake,Flaked,0.50948,1.59257,NA,DAN5_S-2-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.235420633,0.473886515
2.5,1.3,1.28,0.98,0.82,0.72,0.42,DAN5_S,DAN5,2016-6,100,indet,178,100.28,56.54,42.24,52.15,51.5,39.11,32.86,28.9,16.66,20,17151.84,40.1,2,Handaxe,664.6,1.59,1.78,2.35,33.07,16.49,0.12,127523.93,33.07,Acheulean,1.77,2.37,10855.6,0.18,2,cobble,Flaked,0.78937,-0.68346,NA,DAN5_S-2016-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.360011993,-0.205802648
2.39,1.38,1.46,0.74,0.63,0.86,0.52,DAN5_S,DAN5,2006-1,30,flake,246,104.4,67.12,38.66,60.1,63.53,32.12,27.44,37.67,22.73,5,19333.1,43.63,2,Handaxe,1438.7,2.19,1.69,1.41,56.88,6.52,0.03,164418.96,56.88,Acheulean,1.56,2.7,12236.14,0.04,2,flake,Flaked,0.60446,-0.56469,NA,DAN5_S-2006-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.277676158,-0.164152706
2.1,1.22,1.58,1.16,0.44,0.7,0.69,DAN5_S,DAN5,2014-3,5,flake,466,126.94,96.87,44.43,74.13,95.55,70.11,26.69,42.21,41.98,3,34597.78,60.54,2,Knife,727.92,2.78,2.26,1.67,37.97,1.88,0.01,375123.1,37.97,Acheulean,1.31,2.86,21897.33,0.01,2,flake,Flaked,0.3704,1.18708,NA,DAN5_S-2014-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.174331836,0.355245482
2.3,1.39,1.32,0.96,0.65,0.79,0.48,DAN5_S,DAN5,2016_30MN,25,flake,272,114.3,69,40,69,65.5,47.8,32.2,39,24,5,24514.5,49.65,2,Knife,1521.29,2.14,1.68,1.99,47.84,4.82,0.02,223428.5,47.84,Acheulean,1.66,2.86,15515.51,0.03,2,flake,Flaked,0.52372,-0.11397,NA,DAN5_S-2016_30MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.237582737,-0.03676213
2.62,1.53,1.65,0.73,0.6,0.69,0.5,DAN5_MAIN,DAN5,1,25,cobble,286,119.85,78.82,36.94,69.84,75.47,33.21,27.63,31.65,22.76,9,23504.28,45.72,2,Handaxe,678,2.53,2.38,1.46,25.86,5.09,0.04,200685.74,25.86,Acheulean,1.52,3.24,14876.13,0.06,2,flake,Flaked,1.31536,-0.45034,NA,DAN5_MAIN-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.608027493,-0.133132049
1.86,1.48,1.05,0.5,1.07,1.08,0.6,DAN5_MAIN,DAN5,6,70,cobble,382,99.75,79.38,62.73,79.06,56.33,26.68,57.26,57.6,32.3,10,25952.53,53.55,1,Core,1844.16,1.38,0.98,0.83,48.21,9,0.04,284188.22,48.21,Acheulean,1.26,1.59,16425.65,0.06,1,cobble,Flaked,-0.96847,-1.18611,NA,DAN5_MAIN-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.458701087,-0.351891489
2.04,1.36,1.23,1.03,0.79,0.86,0.42,DAN5_MAIN,DAN5,8,25,flake,316,109.84,76.22,48.32,73.47,66.26,55.71,42.48,46.27,22.61,5,26846.55,53.91,1,Core,1695.04,1.73,1.43,2.46,46.56,4.32,0.02,269913.29,46.56,Acheulean,1.44,2.27,16991.49,0.03,2,flake,Flaked,-0.02628,0.13971,NA,DAN5_MAIN-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015765105,0.038371017
2.02,1.54,1.65,0.67,1.07,0.55,0.49,DAN5_MAIN,DAN5,9,75,cobble,394,106.44,88.91,58.07,81.24,87.12,35.29,56.58,29.12,26.02,10,27893.46,52.77,2,Pick,1788.68,1.44,2.99,1.36,46.51,8.81,0.04,282818.96,46.51,Acheulean,1.2,1.83,17654.09,0.06,2,cobble,Flaked,0.15333,0.20125,NA,DAN5_MAIN-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.071509854,0.061405899
2.5,1.29,1.48,1.05,0.63,0.77,0.42,DAN5_MAIN,DAN5,10,25,flake,202,106.23,68.8,32.01,54.7,62.67,44.36,26.84,32.5,17.62,7,19153.8,42.45,2,Handaxe,726.02,2.04,1.93,2.52,35.44,5.84,0.04,150268.73,35.44,Acheulean,1.54,3.32,12122.66,0.06,2,flake,Flaked,1.00783,-0.14591,NA,DAN5_MAIN-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.463755167,-0.040469019
2.57,1.67,1.56,1.14,0.56,0.63,0.37,DAN5_MAIN,DAN5,17,5,flake,274,120.2,83.92,29.49,78.04,72.94,53.49,25.95,29.44,17.43,6,25177.64,46.74,2,Handaxe,347.15,3.01,2.48,3.07,21.82,2.8,0.02,202487.88,21.82,Acheulean,1.43,4.08,15935.22,0.04,2,flake,Flaked,1.57107,0.47528,NA,DAN5_MAIN-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725113054,0.136031395
2.36,1.28,1.27,0.78,0.83,1.01,0.4,DAN5_MAIN,DAN5,1-Jan,95,indet,214,107.6,61.68,47.69,58.24,57.63,35.7,37.7,46.11,18.14,16,21029.08,45.55,2,Handaxe,1148.44,1.54,1.25,1.97,38.38,13.48,0.08,195314.07,38.38,Acheulean,1.74,2.26,13309.54,0.12,2,cobble,Flaked,0.29586,-1.10628,NA,DAN5_MAIN-1-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.130565362,-0.331125287
1.71,1.22,1.32,0.76,0.81,0.98,0.6,DAN5_MAIN,DAN5,2012-1,95,cobble,222,87.72,73.39,54.3,62.81,67.83,38.88,41.85,50.5,30.87,15,20948.26,51.4,1,Core,1039.13,1.5,1.34,1.26,35.9,10.48,0.07,209992.81,35.9,Acheulean,1.2,1.62,13258.39,0.11,1,cobble,Flaked,-0.90931,0.14031,NA,DAN5_MAIN-2012-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421636182,0.047760512
2.2,1.57,1.43,1.04,0.84,0.68,0.34,DAN5_MAIN,DAN5,2012-2,15,flake,574,133.55,100.81,57.63,95.54,86.65,63.27,50.86,41.59,20.67,11,38092.53,60.76,2,Handaxe,923.38,1.88,2.08,3.06,29.1,5.27,0.03,430610.67,29.1,Acheulean,1.32,2.32,24109.19,0.05,2,flake,Flaked,0.61581,0.37436,NA,DAN5_MAIN-2012-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285605424,0.11147226
1.7,0.98,1.27,0.75,0.91,1.01,0.7,DAN5_MAIN,DAN5,2012-3,90,cobble,154,74,59.28,48.32,42.6,55.23,32.5,39.48,43.9,30.51,8,14721.61,43.59,1,Core,1615.85,1.08,1.26,1.07,55.21,10.13,0.05,124493.65,55.21,Acheulean,1.25,1.53,9317.47,0.09,1,cobble,Flaked,-1.2129,-0.20647,NA,DAN5_MAIN-2012-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564675893,-0.056969976
2.58,1.43,1.44,0.98,0.69,0.61,0.45,DAN5_MAIN,DAN5,2012-4,15,flake,926,170.39,97.03,46.06,94.02,95.02,64.94,45.76,40.36,29.76,8,48248.6,65.96,2,Handaxe,1109.7,2.05,2.35,2.18,40.98,4.97,0.02,566221.7,40.98,Acheulean,1.76,3.7,30537.09,0.03,2,flake,Flaked,1.19997,-0.28441,NA,DAN5_MAIN-2012-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.553132347,-0.08652254
2.94,1.36,0.99,0.59,0.97,0.94,0.47,DAN5_MAIN,DAN5,50,80,cobble,732,174.08,90.27,58.2,80.53,58.46,34.99,57.57,55.88,27.54,31,42153.06,59.17,2,Pick,956.62,1.4,1.05,1.27,37.46,19.63,0.07,509347.44,37.46,Acheulean,1.93,2.99,26679.15,0.12,2,cobble,Flaked,0.96955,-2.94007,NA,DAN5_MAIN-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.440921446,-0.883010995
2.12,1.09,1.16,0.89,0.9,0.97,0.48,DAN5_MAIN,DAN5,51,60,cobble,1216,165,97.5,76.5,84.6,90.6,69.5,70,75.2,37.2,12,55488.4,77.77,2,Handaxe,1938.2,1.21,1.2,1.87,58.58,9.04,0.02,834202.31,58.58,Acheulean,1.69,2.16,35119.24,0.03,2,cobble,Flaked,-0.28783,-0.75243,NA,DAN5_MAIN-51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142809537,-0.228201516
2.61,1.32,1.16,0.77,0.83,0.75,0.52,DAN5_MAIN,DAN5,53,80,cobble,1320,206.06,107,66.6,103.99,91.73,60.88,65.16,59.52,41.22,13,67325.7,78.96,2,Pick,3471.74,1.6,1.54,1.48,74.55,12.27,0.02,1002672.8,74.55,Acheulean,1.93,3.09,42611.2,0.03,2,cobble,Flaked,0.72054,-1.44851,NA,DAN5_MAIN-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32961436,-0.438277924
2.06,1.5,1.78,1.47,0.34,0.59,0.62,DAN5_MAIN,DAN5,54,5,flake,446,125.7,114.4,37.7,91.5,108.4,89.3,20.8,35.8,37.7,3,37407.11,60.95,2,Knife,799.67,4.4,3.03,2.37,32.07,1.58,0.01,379573.13,32.07,Acheulean,1.1,3.33,23675.39,0.01,2,flake,Flaked,0.8933,2.46975,NA,DAN5_MAIN-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.415554976,0.745013426
